question_code,module_group_code,module_group,library_type,domain_code_original,domain_name_original,factor_code,factor_name_ko,factor_definition,factor_order,item_order,original_text,static_sql_text,static_sql_source_file,static_sql_source_line,runtime_api_text,runtime_api_source_file,source_conflict,source_conflict_reason,original_reverse,revised_text,response_frame,scoring_direction,difficulty,target_levels,overlap_group,duplicate_groups,original_decision,issue_codes,rationale,original_definition_fit,original_observable_behavior,original_single_focus,original_period_context,original_opportunity_handling,original_role_applicability,original_social_desirability_control,original_duplicate_control,original_training_actionability,original_frequency_scale_fit,original_validity_score,definition_fit,observable_behavior,single_focus,period_context,opportunity_handling,role_applicability,social_desirability_control,duplicate_control,training_actionability,frequency_scale_fit,validity_score,empirical_status,active,source_file,source_line_approx
SALES_Q2,ROLE,직무·직급,job_function,JOB_SALES,영업역량,SALES_CORE,영업 핵심역량,고객 발굴·제안·협상을 통해 영업 목표를 달성한다,19,2,나는 고객의 니즈를 정확히 파악하여 맞춤형 제안서를 작성하고 제안한다.,나는 고객의 거절이나 반대 의견을 긍정적으로 수용하고 설득력 있게 대응한다.,database/seed_job_level.sql,72,나는 고객의 니즈를 정확히 파악하여 맞춤형 제안서를 작성하고 제안한다.,app/api/admin/seed/job-level/route.ts,True,route.ts가 questions를 id 기준 upsert하므로 실행 시 API 문구가 DB를 덮어쓴다.,False,제안 전에 고객의 문제와 요구를 질문하고 확인했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager,customer,DUP_CUSTOMER_NEEDS,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|SEMANTIC_DUPLICATE,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 다른 모듈과 의미가 중복되어 동시 선택 시 이중가중 위험. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,1,0,1,0,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,73
SALES_Q3,ROLE,직무·직급,job_function,JOB_SALES,영업역량,SALES_CORE,영업 핵심역량,고객 발굴·제안·협상을 통해 영업 목표를 달성한다,19,3,나는 가격 협상 시 합리적인 근거를 제시하며 상호 이익이 되는 합의를 이끈다.,나는 신규 고객 발굴과 기존 고객 관계 유지를 균형 있게 수행한다.,database/seed_job_level.sql,73,나는 가격 협상 시 합리적인 근거를 제시하며 상호 이익이 되는 합의를 이끈다.,app/api/admin/seed/job-level/route.ts,True,route.ts가 questions를 id 기준 upsert하므로 실행 시 API 문구가 DB를 덮어쓴다.,False,가격 협상에서 가격의 근거와 가능한 대안을 설명했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,customer,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|OUTCOME_CONFOUNDED|LOW_EDUCATION_INTERVENTION_FIT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,74
SALES_Q4,ROLE,직무·직급,job_function,JOB_SALES,영업역량,SALES_CORE,영업 핵심역량,고객 발굴·제안·협상을 통해 영업 목표를 달성한다,19,4,나는 영업 목표를 달성하기 위한 구체적인 실행 계획을 수립하고 관리한다.,나는 영업 목표 달성을 위해 체계적인 활동 계획을 수립하고 실행한다.,database/seed_job_level.sql,74,나는 영업 목표를 달성하기 위한 구체적인 실행 계획을 수립하고 관리한다.,app/api/admin/seed/job-level/route.ts,True,route.ts가 questions를 id 기준 upsert하므로 실행 시 API 문구가 DB를 덮어쓴다.,False,영업 목표에 필요한 활동량과 일정을 계획하고 진행을 점검했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,customer,DUP_PLAN_EXECUTION,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|SEMANTIC_DUPLICATE,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 다른 모듈과 의미가 중복되어 동시 선택 시 이중가중 위험. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,0,0,1,0,1,0,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,75
MKT_Q1,ROLE,직무·직급,job_function,JOB_MKT,마케팅역량,MKT_CORE,마케팅 핵심역량,시장 분석과 캠페인 실행으로 브랜드 성장을 이끈다,20,1,나는 시장 조사와 고객 분석을 통해 핵심 인사이트를 도출한다.,나는 시장 조사와 트렌드 분석을 통해 유효한 고객 인사이트를 도출한다.,database/seed_job_level.sql,79,나는 시장 조사와 고객 분석을 통해 핵심 인사이트를 도출한다.,app/api/admin/seed/job-level/route.ts,True,route.ts가 questions를 id 기준 upsert하므로 실행 시 API 문구가 DB를 덮어쓴다.,False,시장·고객 자료를 분석해 검증 가능한 고객 인사이트를 도출했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager,customer,DUP_DATA_INSIGHT,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|SEMANTIC_DUPLICATE,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 다른 모듈과 의미가 중복되어 동시 선택 시 이중가중 위험. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,1,0,1,0,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,77
MKT_Q2,ROLE,직무·직급,job_function,JOB_MKT,마케팅역량,MKT_CORE,마케팅 핵심역량,시장 분석과 캠페인 실행으로 브랜드 성장을 이끈다,20,2,나는 브랜드 메시지와 캠페인을 타겟 고객에 맞게 기획하고 실행한다.,나는 브랜드 메시지와 캠페인을 타겟 고객에 맞게 기획하고 실행한다.,database/seed_job_level.sql,80,,,False,,False,타깃 고객의 특성에 맞춰 캠페인 메시지와 채널을 설계했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,customer,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,1,0,1,1,1,0,6,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,78
MKT_Q3,ROLE,직무·직급,job_function,JOB_MKT,마케팅역량,MKT_CORE,마케팅 핵심역량,시장 분석과 캠페인 실행으로 브랜드 성장을 이끈다,20,3,나는 마케팅 성과를 데이터로 측정하고 전략을 지속적으로 최적화한다.,나는 마케팅 성과를 데이터로 측정하고 전략을 지속적으로 최적화한다.,database/seed_job_level.sql,81,,,False,,False,캠페인 성과 지표를 확인하고 다음 실행안을 조정했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager,customer,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,1,0,1,1,1,0,6,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,79
MKT_Q4,ROLE,직무·직급,job_function,JOB_MKT,마케팅역량,MKT_CORE,마케팅 핵심역량,시장 분석과 캠페인 실행으로 브랜드 성장을 이끈다,20,4,나는 SNS·검색·이메일 등 디지털 채널을 활용한 마케팅을 효과적으로 수행한다.,나는 SNS·검색·이메일 등 디지털 채널을 활용한 마케팅을 효과적으로 수행한다.,database/seed_job_level.sql,82,,,False,,False,캠페인 목적에 맞는 디지털 채널을 선택해 운영했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,customer,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|ABSTRACT_SELF_RATING|OUTCOME_CONFOUNDED|BRAND_TOOL_BIAS|LOW_EDUCATION_INTERVENTION_FIT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,0,1,0,1,0,1,1,1,0,6,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,80
FIN_Q1,ROLE,직무·직급,job_function,JOB_FIN,재무역량,FIN_CORE,재무 핵심역량,재무 분석과 예산 관리로 경영을 지원한다,21,1,"나는 재무제표(손익계산서, 대차대조표 등)를 분석하고 경영 상태를 해석한다.","나는 재무제표(손익계산서, 대차대조표 등)를 분석하고 경영 상태를 해석한다.",database/seed_job_level.sql,87,,,False,,False,재무제표의 주요 변동을 분석해 경영상 의미를 설명했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager,,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,82
FIN_Q2,ROLE,직무·직급,job_function,JOB_FIN,재무역량,FIN_CORE,재무 핵심역량,재무 분석과 예산 관리로 경영을 지원한다,21,2,나는 부서 예산을 체계적으로 수립하고 비용을 효율적으로 관리한다.,나는 부서 예산을 체계적으로 수립하고 비용을 효율적으로 관리한다.,database/seed_job_level.sql,88,,,False,,False,예산 대비 실제 비용의 차이를 확인하고 필요한 조치를 제안했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 역할·사건·도구에 따라 수행기회가 달라짐; 특정 직무·직급 권한에 편향됨. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,83
FIN_Q3,ROLE,직무·직급,job_function,JOB_FIN,재무역량,FIN_CORE,재무 핵심역량,재무 분석과 예산 관리로 경영을 지원한다,21,3,나는 재무 리스크를 사전에 파악하고 대응 방안을 마련한다.,나는 재무 리스크를 사전에 파악하고 대응 방안을 마련한다.,database/seed_job_level.sql,89,,,False,,False,주요 재무 위험의 발생 가능성과 영향을 평가했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager,,DUP_RISK_RESPONSE,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|SEMANTIC_DUPLICATE,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,1,0,1,0,3,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,84
FIN_Q4,ROLE,직무·직급,job_function,JOB_FIN,재무역량,FIN_CORE,재무 핵심역량,재무 분석과 예산 관리로 경영을 지원한다,21,4,나는 투자 대비 수익성(ROI)을 분석하여 의사결정을 지원한다.,나는 투자 대비 수익성(ROI)을 분석하여 의사결정을 지원한다.,database/seed_job_level.sql,90,,,False,,False,투자안의 비용과 기대효과를 비교해 의사결정 자료로 제시했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager,,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|OUTCOME_CONFOUNDED|RARE_EVENT|LOW_EDUCATION_INTERVENTION_FIT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,0,0,0,0,0,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,85
HR_Q1,ROLE,직무·직급,job_function,JOB_HR,인사역량,HR_CORE,인사 핵심역량,채용·평가·교육으로 인재를 체계적으로 관리한다,22,1,나는 채용 및 선발 과정을 공정하고 체계적인 기준에 따라 운영한다.,나는 채용 및 선발 과정을 공정하고 체계적인 기준에 따라 운영한다.,database/seed_job_level.sql,95,,,False,,False,채용·선발 기준을 사전에 문서화하고 동일하게 적용했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|SOCIAL_DESIRABILITY_HIGH,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,0,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,87
HR_Q2,ROLE,직무·직급,job_function,JOB_HR,인사역량,HR_CORE,인사 핵심역량,채용·평가·교육으로 인재를 체계적으로 관리한다,22,2,나는 구성원의 역량 개발 니즈를 파악하고 적절한 교육 기회를 지원한다.,나는 구성원의 역량 개발 니즈를 파악하고 적절한 교육 기회를 지원한다.,database/seed_job_level.sql,96,,,False,,False,구성원의 개발 필요를 행동 또는 성과 근거로 확인했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,,DUP_PEOPLE_DEVELOPMENT,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|SEMANTIC_DUPLICATE,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,1,0,1,0,3,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,88
HR_Q3,ROLE,직무·직급,job_function,JOB_HR,인사역량,HR_CORE,인사 핵심역량,채용·평가·교육으로 인재를 체계적으로 관리한다,22,3,나는 성과 관리 체계를 이해하고 공정한 평가를 일관되게 수행한다.,나는 성과 관리 체계를 이해하고 공정한 평가를 일관되게 수행한다.,database/seed_job_level.sql,97,,,False,,False,정해진 성과평가 기준을 동일한 절차로 적용했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|SOCIAL_DESIRABILITY_HIGH|KNOWLEDGE_BEHAVIOR_MIX,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,0,1,1,0,3,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,89
HR_Q4,ROLE,직무·직급,job_function,JOB_HR,인사역량,HR_CORE,인사 핵심역량,채용·평가·교육으로 인재를 체계적으로 관리한다,22,4,나는 근로기준법 등 노동관계 법령을 이해하고 HR 업무에 올바르게 적용한다.,나는 근로기준법 등 노동관계 법령을 이해하고 HR 업무에 올바르게 적용한다.,database/seed_job_level.sql,98,,,False,,False,HR 업무를 처리할 때 관련 노동관계 법령이나 내부 규정을 확인했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|SOCIAL_DESIRABILITY_HIGH|KNOWLEDGE_BEHAVIOR_MIX,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 바람직한 답이 지나치게 뚜렷함. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,1,0,0,1,1,0,4,1,1,1,1,1,1,0,1,1,1,9,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,90
DEV_Q1,ROLE,직무·직급,job_function,JOB_DEV,IT·개발역량,DEV_CORE,개발 핵심역량,요구사항 분석부터 배포까지 소프트웨어를 개발한다,23,1,나는 요구사항을 분석하여 효율적이고 유지보수 가능한 코드를 설계한다.,나는 요구사항을 분석하여 효율적이고 유지보수 가능한 코드를 설계한다.,database/seed_job_level.sql,103,,,False,,False,요구사항을 기능·제약·완료 조건으로 정리했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,1,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,92
DEV_Q2,ROLE,직무·직급,job_function,JOB_DEV,IT·개발역량,DEV_CORE,개발 핵심역량,요구사항 분석부터 배포까지 소프트웨어를 개발한다,23,2,"나는 코드 품질 향상을 위해 코드 리뷰, 테스트, 문서화를 성실히 수행한다.","나는 코드 품질 향상을 위해 코드 리뷰, 테스트, 문서화를 성실히 수행한다.",database/seed_job_level.sql,104,,,False,,False,코드 변경 전에 조직의 품질 체크리스트를 적용했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|SOCIAL_DESIRABILITY_HIGH,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 역할·사건·도구에 따라 수행기회가 달라짐; 바람직한 답이 지나치게 뚜렷함. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,1,0,0,0,0,0,1,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,93
DEV_Q3,ROLE,직무·직급,job_function,JOB_DEV,IT·개발역량,DEV_CORE,개발 핵심역량,요구사항 분석부터 배포까지 소프트웨어를 개발한다,23,3,나는 새로운 기술 트렌드를 지속적으로 학습하고 업무에 적용한다.,나는 새로운 기술 트렌드를 지속적으로 학습하고 업무에 적용한다.,database/seed_job_level.sql,105,,,False,,False,담당 업무와 관련된 새 기술을 학습하고 시험 환경에 적용했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,,DUP_SELF_LEARNING,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|SEMANTIC_DUPLICATE,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,1,0,1,0,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,94
DEV_Q4,ROLE,직무·직급,job_function,JOB_DEV,IT·개발역량,DEV_CORE,개발 핵심역량,요구사항 분석부터 배포까지 소프트웨어를 개발한다,23,4,나는 비개발 부서와 원활히 협업하여 비즈니스 요구사항을 기술로 해결한다.,나는 비개발 부서와 원활히 협업하여 비즈니스 요구사항을 기술로 해결한다.,database/seed_job_level.sql,106,,,False,,False,비개발 부서의 요구를 기술 요구사항과 완료 기준으로 전환했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,,DUP_CROSS_FUNCTIONAL_COLLAB,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OUTCOME_CONFOUNDED|SEMANTIC_DUPLICATE|LOW_EDUCATION_INTERVENTION_FIT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 행동보다 외부요인의 영향을 받는 성과를 측정함. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,1,0,1,0,1,0,4,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,95
PR_Q1,ROLE,직무·직급,job_function,JOB_PR,홍보역량,PR_CORE,홍보 핵심역량,미디어와 디지털 채널로 브랜드 평판을 관리한다,24,1,나는 기업의 메시지를 다양한 미디어 채널을 통해 효과적으로 전달한다.,나는 기업의 메시지를 다양한 미디어 채널을 통해 효과적으로 전달한다.,database/seed_job_level.sql,111,,,False,,False,전달 대상에 맞는 미디어 채널을 선택해 핵심 메시지를 배포했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,1,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,97
PR_Q2,ROLE,직무·직급,job_function,JOB_PR,홍보역량,PR_CORE,홍보 핵심역량,미디어와 디지털 채널로 브랜드 평판을 관리한다,24,2,나는 언론·미디어와의 관계를 신뢰를 바탕으로 전문적으로 관리한다.,나는 언론·미디어와의 관계를 신뢰를 바탕으로 전문적으로 관리한다.,database/seed_job_level.sql,112,,,False,,False,언론·미디어 관계자와 합의한 정보와 일정을 정확히 관리했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,,DUP_STAKEHOLDER_RELATION,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|SOCIAL_DESIRABILITY_HIGH|OUTCOME_CONFOUNDED|SEMANTIC_DUPLICATE|LOW_EDUCATION_INTERVENTION_FIT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 역할·사건·도구에 따라 수행기회가 달라짐. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,1,0,9,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,98
PR_Q3,ROLE,직무·직급,job_function,JOB_PR,홍보역량,PR_CORE,홍보 핵심역량,미디어와 디지털 채널로 브랜드 평판을 관리한다,24,3,나는 위기 상황에서 신속하고 일관된 커뮤니케이션을 실행한다.,나는 위기 상황에서 신속하고 일관된 커뮤니케이션을 실행한다.,database/seed_job_level.sql,113,,,False,,False,위기 상황이 발생했을 때 승인된 메시지와 절차에 따라 대응했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,3,staff|manager,,,유지,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|OPPORTUNITY_DEPENDENT|ROLE_LEVEL_BIAS|RARE_EVENT,"측정역량과 직접 연결되는 비교적 단일한 행동이다. 문항 원문은 유지할 수 있으나, 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용해야 한다.",1,1,0,0,0,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,99
PR_Q4,ROLE,직무·직급,job_function,JOB_PR,홍보역량,PR_CORE,홍보 핵심역량,미디어와 디지털 채널로 브랜드 평판을 관리한다,24,4,나는 SNS와 디지털 미디어를 전략적으로 활용하여 브랜드 평판을 관리한다.,나는 SNS와 디지털 미디어를 전략적으로 활용하여 브랜드 평판을 관리한다.,database/seed_job_level.sql,114,,,False,,False,디지털 미디어의 반응 데이터를 확인해 브랜드 평판 대응안을 조정했다.,최근 8주 동안 다음 행동을 얼마나 자주 했습니까?,direct,2,staff|manager,,,수정,PERIOD_UNSPECIFIED|AGREEMENT_SCALE_MISMATCH|DOUBLE_BARRELED|ABSTRACT_SELF_RATING|OUTCOME_CONFOUNDED|LOW_EDUCATION_INTERVENTION_FIT,역량 정의와 관련되지만 한 문항에 여러 행동·결과가 결합됨; 추상적 자기평가 또는 효과성 표현; 행동보다 외부요인의 영향을 받는 성과를 측정함. 제시한 단일 행동문으로 수정하고 공통 회상기간·행동빈도 척도·'수행기회 없음' 옵션을 적용한다.,1,0,0,0,1,0,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,10,전문가 예비검토·인지면접 전,True,app/api/admin/seed/job-level/route.ts,100
